Experience,Skills,Education,Certifications,Languages Known,Job Suitability Score
12,"R, Data Visualization, Deep Learning",PhD in AI,Certified Database Administrator,"English, French",56
13,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Mathematics,Certified AI Specialist,"English, French",55
7,"C++, Algorithms, Data Structures",Bachelors in Mathematics,Certified Machine Learning Expert,"English, French",87
9,"Python, Data Analysis, Machine Learning",PhD in AI,Certified Data Scientist,"English, Spanish",70
2,"Matlab, Statistics, Data Mining",Bachelors in IT,Certified Statistician,"English, French",77
20,"C++, Algorithms, Data Structures",Bachelors in Mathematics,Certified Statistician,"English, Russian",87
3,"R, Data Visualization, Deep Learning",Bachelors in Mathematics,Certified Machine Learning Expert,"English, Russian",73
18,"R, Data Visualization, Deep Learning",Bachelors in Computer Science,Certified Data Scientist,"English, Japanese",81
12,"HTML, CSS, JavaScript",Bachelors in IT,Certified Software Developer,"English, Russian",66
17,"AWS, Cloud Computing, DevOps",PhD in AI,Certified Software Developer,"English, French",19
1,"Python, NLP, Neural Networks",Bachelors in Computer Science,Certified Data Analyst,"English, Italian",83
12,"C++, Algorithms, Data Structures",Bachelors in IT,Certified Machine Learning Expert,"English, Japanese",7
12,"Python, Data Analysis, Machine Learning",Bachelors in Mathematics,Certified Database Administrator,"English, Chinese",63
18,"Java, Spring, Microservices",Masters in Computer Engineering,Certified Data Scientist,"English, Italian",42
3,"Java, Spring, Microservices",Masters in Computer Engineering,Certified Machine Learning Expert,"English, Russian",42
4,"Java, Spring, Microservices",Masters in Computer Engineering,Certified Data Analyst,"English, Russian",59
11,"SAS, Predictive Modeling, Data Wrangling",Masters in Statistics,Certified Data Analyst,"English, German",20
15,"C++, Algorithms, Data Structures",Bachelors in Computer Science,Certified AI Specialist,"English, German",73
9,"Java, Spring, Microservices",Masters in Statistics,Certified Data Scientist,"English, Chinese",17
9,"SAS, Predictive Modeling, Data Wrangling",Masters in Statistics,Certified Data Scientist,"English, Russian",27
20,"Python, NLP, Neural Networks",Masters in Data Science,Certified Software Developer,"English, Japanese",47
13,"C++, Algorithms, Data Structures",Masters in Statistics,Certified Statistician,"English, German",2
12,"HTML, CSS, JavaScript",Bachelors in IT,Certified Software Developer,"English, Russian",63
8,"Matlab, Statistics, Data Mining",Masters in Data Science,Certified Statistician,"English, Italian",62
20,"C++, Algorithms, Data Structures",Bachelors in Computer Science,Certified Statistician,"English, Spanish",100
4,"HTML, CSS, JavaScript",Masters in Computer Engineering,Certified Database Administrator,"English, Russian",19
13,"SAS, Predictive Modeling, Data Wrangling",Masters in Statistics,Certified Statistician,"English, French",17
2,"Matlab, Statistics, Data Mining",Masters in Data Science,Certified Data Analyst,"English, French",69
16,"SQL, Database Management, ETL",PhD in AI,Certified Machine Learning Expert,"English, Spanish",39
16,"SQL, Database Management, ETL",Bachelors in Mathematics,Certified Software Developer,"English, Italian",82
1,"R, Data Visualization, Deep Learning",PhD in AI,Certified Software Developer,"English, Japanese",71
2,"SAS, Predictive Modeling, Data Wrangling",Bachelors in IT,Certified Database Administrator,"English, Spanish",81
10,"Python, Data Analysis, Machine Learning",Bachelors in Computer Science,Certified Data Scientist,"English, German",39
1,"Matlab, Statistics, Data Mining",Masters in Data Science,Certified Data Analyst,"English, French",36
19,"SAS, Predictive Modeling, Data Wrangling",Masters in Computer Engineering,Certified Database Administrator,"English, Japanese",40
8,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Mathematics,Certified Software Developer,"English, Italian",45
1,"Java, Spring, Microservices",PhD in AI,Certified Data Scientist,"English, German",4
10,"SAS, Predictive Modeling, Data Wrangling",Masters in Statistics,Certified Software Developer,"English, Russian",25
11,"Java, Spring, Microservices",Bachelors in Mathematics,Certified Data Scientist,"English, Chinese",69
10,"AWS, Cloud Computing, DevOps",Bachelors in Computer Science,Certified AI Specialist,"English, Russian",30
4,"Java, Spring, Microservices",Masters in Data Science,Certified Data Scientist,"English, Italian",76
18,"C++, Algorithms, Data Structures",Bachelors in IT,Certified Database Administrator,"English, Italian",68
9,"C++, Algorithms, Data Structures",PhD in AI,Certified Statistician,"English, Japanese",88
1,"Python, Data Analysis, Machine Learning",Bachelors in IT,Certified Data Scientist,"English, Italian",29
8,"Python, Data Analysis, Machine Learning",Bachelors in IT,Certified Data Analyst,"English, French",73
20,"Matlab, Statistics, Data Mining",PhD in AI,Certified Statistician,"English, Chinese",68
18,"Python, Data Analysis, Machine Learning",Bachelors in Mathematics,Certified Data Scientist,"English, Japanese",51
5,"R, Data Visualization, Deep Learning",Masters in Data Science,Certified Data Analyst,"English, German",24
6,"R, Data Visualization, Deep Learning",Bachelors in IT,Certified AI Specialist,"English, Spanish",14
3,"AWS, Cloud Computing, DevOps",Masters in Data Science,Certified Statistician,"English, French",69
18,"C++, Algorithms, Data Structures",Masters in Computer Engineering,Certified AI Specialist,"English, Russian",18
1,"Python, NLP, Neural Networks",Masters in Data Science,Certified Database Administrator,"English, French",42
7,"Python, NLP, Neural Networks",Masters in Computer Engineering,Certified AI Specialist,"English, Russian",57
19,"SQL, Database Management, ETL",Masters in Statistics,Certified AI Specialist,"English, Italian",83
13,"Python, NLP, Neural Networks",Masters in Statistics,Certified Software Developer,"English, German",12
13,"Matlab, Statistics, Data Mining",Masters in Data Science,Certified AI Specialist,"English, Chinese",82
6,"HTML, CSS, JavaScript",Masters in Data Science,Certified Data Scientist,"English, German",17
2,"C++, Algorithms, Data Structures",PhD in AI,Certified Database Administrator,"English, Spanish",30
8,"AWS, Cloud Computing, DevOps",Masters in Statistics,Certified Statistician,"English, Japanese",88
17,"SQL, Database Management, ETL",PhD in AI,Certified Data Analyst,"English, French",75
12,"SAS, Predictive Modeling, Data Wrangling",Masters in Data Science,Certified Data Scientist,"English, Italian",99
18,"Python, NLP, Neural Networks",PhD in AI,Certified AI Specialist,"English, German",23
18,"R, Data Visualization, Deep Learning",Masters in Computer Engineering,Certified Machine Learning Expert,"English, Japanese",81
13,"SQL, Database Management, ETL",PhD in AI,Certified Data Analyst,"English, Spanish",1
9,"Matlab, Statistics, Data Mining",Bachelors in Mathematics,Certified Statistician,"English, German",79
1,"C++, Algorithms, Data Structures",Bachelors in Computer Science,Certified Database Administrator,"English, Chinese",32
15,"HTML, CSS, JavaScript",PhD in AI,Certified Statistician,"English, Spanish",9
18,"Matlab, Statistics, Data Mining",Bachelors in Computer Science,Certified Statistician,"English, Italian",15
18,"HTML, CSS, JavaScript",PhD in AI,Certified Machine Learning Expert,"English, French",28
1,"Java, Spring, Microservices",Masters in Computer Engineering,Certified Data Analyst,"English, Spanish",24
5,"Python, Data Analysis, Machine Learning",Masters in Computer Engineering,Certified Software Developer,"English, Spanish",60
13,"AWS, Cloud Computing, DevOps",PhD in AI,Certified AI Specialist,"English, Italian",35
11,"Java, Spring, Microservices",Bachelors in IT,Certified Machine Learning Expert,"English, German",86
6,"SQL, Database Management, ETL",Bachelors in Mathematics,Certified Data Scientist,"English, Spanish",27
20,"Python, Data Analysis, Machine Learning",Masters in Computer Engineering,Certified Database Administrator,"English, Italian",83
11,"AWS, Cloud Computing, DevOps",Masters in Statistics,Certified Software Developer,"English, Chinese",76
3,"Matlab, Statistics, Data Mining",Bachelors in IT,Certified Software Developer,"English, Japanese",20
13,"SAS, Predictive Modeling, Data Wrangling",Masters in Data Science,Certified AI Specialist,"English, Japanese",65
10,"Python, Data Analysis, Machine Learning",Bachelors in Mathematics,Certified Software Developer,"English, French",85
14,"AWS, Cloud Computing, DevOps",Masters in Data Science,Certified Database Administrator,"English, German",49
20,"AWS, Cloud Computing, DevOps",Masters in Statistics,Certified AI Specialist,"English, Spanish",1
7,"R, Data Visualization, Deep Learning",Masters in Statistics,Certified Statistician,"English, Spanish",10
7,"C++, Algorithms, Data Structures",Bachelors in Computer Science,Certified Statistician,"English, Chinese",47
8,"Java, Spring, Microservices",Masters in Computer Engineering,Certified Statistician,"English, Russian",59
11,"Python, Data Analysis, Machine Learning",Bachelors in IT,Certified Data Analyst,"English, Chinese",96
14,"HTML, CSS, JavaScript",Masters in Data Science,Certified AI Specialist,"English, Russian",62
5,"R, Data Visualization, Deep Learning",Masters in Computer Engineering,Certified Data Analyst,"English, Spanish",86
7,"R, Data Visualization, Deep Learning",Masters in Data Science,Certified Statistician,"English, Russian",18
2,"Matlab, Statistics, Data Mining",PhD in AI,Certified Data Analyst,"English, Italian",46
7,"C++, Algorithms, Data Structures",Bachelors in IT,Certified Machine Learning Expert,"English, Italian",32
20,"SAS, Predictive Modeling, Data Wrangling",Bachelors in IT,Certified Data Analyst,"English, Chinese",27
15,"Python, Data Analysis, Machine Learning",Masters in Computer Engineering,Certified Statistician,"English, Italian",92
10,"Matlab, Statistics, Data Mining",Masters in Data Science,Certified Machine Learning Expert,"English, Spanish",18
9,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Mathematics,Certified Software Developer,"English, Spanish",39
1,"HTML, CSS, JavaScript",Bachelors in Computer Science,Certified Statistician,"English, Italian",49
17,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Mathematics,Certified Machine Learning Expert,"English, Spanish",93
17,"HTML, CSS, JavaScript",Bachelors in Computer Science,Certified Machine Learning Expert,"English, Japanese",82
2,"SAS, Predictive Modeling, Data Wrangling",Bachelors in IT,Certified Software Developer,"English, Italian",44
14,"Matlab, Statistics, Data Mining",Masters in Statistics,Certified Statistician,"English, Russian",72
16,"SQL, Database Management, ETL",Bachelors in IT,Certified Machine Learning Expert,"English, Italian",54
2,"SQL, Database Management, ETL",Bachelors in IT,Certified Machine Learning Expert,"English, French",95
17,"Python, Data Analysis, Machine Learning",Bachelors in Mathematics,Certified AI Specialist,"English, Russian",34
20,"Python, Data Analysis, Machine Learning",Masters in Computer Engineering,Certified Machine Learning Expert,"English, Spanish",71
18,"C++, Algorithms, Data Structures",Masters in Data Science,Certified Statistician,"English, Russian",36
16,"Python, NLP, Neural Networks",Bachelors in IT,Certified Database Administrator,"English, Chinese",18
2,"SQL, Database Management, ETL",Bachelors in IT,Certified Data Scientist,"English, Russian",38
20,"AWS, Cloud Computing, DevOps",Masters in Statistics,Certified Machine Learning Expert,"English, French",59
6,"Java, Spring, Microservices",Bachelors in IT,Certified Software Developer,"English, German",9
2,"AWS, Cloud Computing, DevOps",Bachelors in Mathematics,Certified Database Administrator,"English, Russian",73
4,"Java, Spring, Microservices",Masters in Statistics,Certified Software Developer,"English, Japanese",72
20,"R, Data Visualization, Deep Learning",Bachelors in Mathematics,Certified Data Analyst,"English, Italian",51
20,"SAS, Predictive Modeling, Data Wrangling",Bachelors in IT,Certified Data Scientist,"English, Japanese",35
3,"Python, NLP, Neural Networks",PhD in AI,Certified Data Analyst,"English, Chinese",82
18,"AWS, Cloud Computing, DevOps",Bachelors in Mathematics,Certified Software Developer,"English, French",5
10,"Java, Spring, Microservices",Bachelors in Mathematics,Certified Data Scientist,"English, French",14
8,"SAS, Predictive Modeling, Data Wrangling",Bachelors in IT,Certified AI Specialist,"English, Spanish",92
3,"SAS, Predictive Modeling, Data Wrangling",Masters in Computer Engineering,Certified Statistician,"English, German",30
3,"AWS, Cloud Computing, DevOps",Masters in Data Science,Certified Statistician,"English, German",4
7,"C++, Algorithms, Data Structures",Masters in Data Science,Certified Database Administrator,"English, French",39
5,"C++, Algorithms, Data Structures",Bachelors in IT,Certified AI Specialist,"English, Italian",84
13,"AWS, Cloud Computing, DevOps",Bachelors in Mathematics,Certified Software Developer,"English, Russian",64
